incident_id,description,severity
2272,A domestic worker faced public indecency near a railway station in Mumbai.,Medium
2273,A single mother was subjected to cyberbullying in a school in Hyderabad.,Medium
2274,An incident of molestation involving a working woman was reported in an apartment complex in Kerala.,High
2275,A female police officer faced forced labor at a police station in Jharkhand.,High
2276,"Verbal abuse case recorded at an IT park in Noida, impacting a working woman.",Low
2277,A complaint was lodged about eve-teasing targeting a woman in distress in a school in Hyderabad.,Medium
2278,A complaint was lodged about public indecency targeting a domestic worker in a slum area of Dharavi.,Medium
2279,An incident of rape attempt involving a teenage student was reported in a school in Hyderabad.,High
2280,A female traveler faced illegal detention at a cinema hall in Gujarat.,Medium
2281,An incident of forced labor involving a young girl was reported in a mall in Pune.,High
2282,A female police officer faced cyberbullying near a railway station in Mumbai.,Medium
2283,A complaint was lodged about honor killing targeting a woman in distress near a coaching center in Kota.,High
2284,A widow was subjected to discrimination in a mall in Pune.,Medium
2285,A female police officer faced verbal abuse at a metro station in Delhi.,Low
2286,A young girl was subjected to forced labor in a slum area of Dharavi.,High
2287,A child was subjected to illegal detention on a footbridge in Assam.,Low
2288,A female traveler was subjected to verbal abuse in a mall in Pune.,Medium
2289,An incident of discrimination involving a teenage student was reported in a busy market in Kolkata.,Medium
2290,An incident of cyberbullying involving a teenage student was reported at an IT park in Noida.,Medium
2291,A complaint was lodged about physical assault targeting a widow in a slum area of Dharavi.,High
2292,An incident of rape attempt involving a female traveler was reported in a school in Hyderabad.,High
2293,"Fraud case recorded near a railway station in Mumbai, impacting a woman in distress.",Low
2294,A widow faced kidnapping in a busy market in Kolkata.,High
2295,A teenage student was subjected to illegal detention in a slum area of Dharavi.,Medium
2296,An incident of forced begging involving a child was reported in a school in Hyderabad.,Low
2297,"Fraud case recorded in a busy market in Kolkata, impacting a married woman.",Low
2298,"Neglect case recorded in a busy market in Kolkata, impacting a teenage student.",Low
2299,A young girl faced verbal abuse in an apartment complex in Kerala.,Low
2300,"Acid attack case recorded inside a hostel in Punjab, impacting a single mother.",High
2301,A working woman faced dowry harassment in a public park in Chandigarh.,Medium
2302,A complaint was lodged about acid attack targeting a married woman in an apartment complex in Kerala.,High
2303,An incident of public indecency involving a working woman was reported outside a temple in Varanasi.,Medium
2304,An incident of forced begging involving a female police officer was reported near a coaching center in Kota.,Medium
2305,A complaint was lodged about verbal abuse targeting a female police officer in a village in Uttar Pradesh.,Medium
2306,"Rape attempt case recorded on a crowded bus in Bengaluru, impacting a married woman.",High
2307,"Discrimination case recorded on a crowded bus in Bengaluru, impacting a teenage student.",Medium
2308,A domestic worker faced eve-teasing inside a government office in Chennai.,Medium
2309,A complaint was lodged about harassment targeting a child in a mall in Pune.,Medium
2310,A complaint was lodged about discrimination targeting a child at a metro station in Delhi.,Medium
2311,A complaint was lodged about stalking targeting a female police officer in a school in Hyderabad.,Medium
2312,A complaint was lodged about eve-teasing targeting a widow on a crowded bus in Bengaluru.,Medium
2313,An incident of acid attack involving a child was reported at an IT park in Noida.,High
2314,"Human trafficking case recorded in a public park in Chandigarh, impacting a woman in distress.",High
2315,A female police officer faced public indecency outside a temple in Varanasi.,Medium
2316,A complaint was lodged about neglect targeting a domestic worker in a busy market in Kolkata.,Medium
2317,"Kidnapping case recorded in a slum area of Dharavi, impacting a female traveler.",High
2318,A young girl was subjected to discrimination in a mall in Pune.,Medium
2319,"Eve-teasing case recorded in a school in Hyderabad, impacting a single mother.",Medium
2320,A woman in distress was subjected to kidnapping on a crowded bus in Bengaluru.,High
2321,A domestic worker faced fraud near a railway station in Mumbai.,Low
2322,A female police officer faced threatening behavior near a coaching center in Kota.,Medium
2323,A complaint was lodged about forced labor targeting a working woman near a railway station in Mumbai.,High
2324,An incident of physical assault involving a widow was reported near a highway toll booth in Rajasthan.,High
2325,A single mother was subjected to harassment at a cinema hall in Gujarat.,Medium
2326,A complaint was lodged about dowry harassment targeting a single mother on a deserted road in Bihar.,Medium
2327,A widow was subjected to molestation in a public park in Chandigarh.,High
2328,A complaint was lodged about forced begging targeting a domestic worker in a mall in Pune.,Low
2329,"Rape attempt case recorded in a school in Hyderabad, impacting a single mother.",High
2330,An incident of eve-teasing involving a widow was reported at a police station in Jharkhand.,Medium
2331,A complaint was lodged about physical assault targeting a widow at a cinema hall in Gujarat.,High
2332,"Dowry harassment case recorded near a highway toll booth in Rajasthan, impacting a child.",Medium
2333,A complaint was lodged about chain snatching targeting a young girl at a metro station in Delhi.,Low
2334,A complaint was lodged about acid attack targeting a teenage student in an apartment complex in Kerala.,High
2335,A domestic worker faced cyberbullying on a crowded bus in Bengaluru.,Medium
2336,"Verbal abuse case recorded on a footbridge in Assam, impacting a domestic worker.",Low
2337,A married woman faced threatening behavior in a public park in Chandigarh.,Medium
2338,"Molestation case recorded in a mall in Pune, impacting a child.",High
2339,A widow was subjected to stalking in a mall in Pune.,Medium
2340,A complaint was lodged about domestic violence targeting a child in a village in Uttar Pradesh.,Medium
2341,A female traveler faced human trafficking on a crowded bus in Bengaluru.,High
2342,"Physical assault case recorded near a railway station in Mumbai, impacting a woman in distress.",High
2343,A complaint was lodged about kidnapping targeting a female traveler on a footbridge in Assam.,High
2344,"Physical assault case recorded in an apartment complex in Kerala, impacting a working woman.",High
2345,A complaint was lodged about human trafficking targeting a single mother on a deserted road in Bihar.,High
2346,An incident of forced begging involving a female police officer was reported outside a temple in Varanasi.,Low
2347,An incident of molestation involving a child was reported at a cinema hall in Gujarat.,High
2348,"Honor killing case recorded at an IT park in Noida, impacting a female traveler.",High
2349,A working woman faced domestic violence in a slum area of Dharavi.,Medium
2350,"Dowry harassment case recorded in a village in Uttar Pradesh, impacting a woman in distress.",Medium
2351,An incident of rape attempt involving a female police officer was reported at an IT park in Noida.,High
2352,"Public indecency case recorded at a police station in Jharkhand, impacting a domestic worker.",Medium
2353,A complaint was lodged about forced labor targeting a married woman outside a temple in Varanasi.,High
2354,A female police officer was subjected to kidnapping inside a hostel in Punjab.,High
2355,A single mother was subjected to eve-teasing at an IT park in Noida.,Medium
2356,A complaint was lodged about honor killing targeting a female traveler at a police station in Jharkhand.,High
2357,A child faced fraud outside a temple in Varanasi.,Low
2358,A complaint was lodged about physical assault targeting a working woman on a deserted road in Bihar.,High
2359,A complaint was lodged about kidnapping targeting a young girl at an IT park in Noida.,High
2360,A young girl faced illegal detention at a cinema hall in Gujarat.,Medium
2361,A widow was subjected to forced begging in a mall in Pune.,Low
2362,A complaint was lodged about honor killing targeting a domestic worker in a village in Uttar Pradesh.,High
2363,A widow faced chain snatching on a footbridge in Assam.,Medium
2364,A working woman was subjected to cyberbullying in an apartment complex in Kerala.,Medium
2365,"Illegal detention case recorded outside a temple in Varanasi, impacting a female traveler.",Low
2366,A working woman was subjected to rape attempt in a village in Uttar Pradesh.,High
2367,An incident of dowry harassment involving a female traveler was reported in a slum area of Dharavi.,Medium
2368,An incident of fraud involving a widow was reported at a cinema hall in Gujarat.,Medium
2369,"Eve-teasing case recorded in a slum area of Dharavi, impacting a domestic worker.",Medium
2370,A single mother faced neglect on a deserted road in Bihar.,Low
2371,An incident of human trafficking involving a working woman was reported outside a temple in Varanasi.,High
2372,A female police officer faced forced begging on a crowded bus in Bengaluru.,Low
2373,A woman in distress was subjected to physical assault at a metro station in Delhi.,High
2374,An incident of physical assault involving a woman in distress was reported outside a temple in Varanasi.,High
2375,A woman in distress faced neglect in an apartment complex in Kerala.,Low
2376,"Forced begging case recorded on a crowded bus in Bengaluru, impacting a teenage student.",Medium
2377,A married woman was subjected to child marriage in a slum area of Dharavi.,High
2378,A married woman was subjected to neglect in a public park in Chandigarh.,Low
2379,An incident of public indecency involving a young girl was reported in a busy market in Kolkata.,Low
2380,An incident of forced begging involving a female police officer was reported at a metro station in Delhi.,Medium
2381,An incident of illegal detention involving a widow was reported on a footbridge in Assam.,Low
2382,An incident of acid attack involving a child was reported at a metro station in Delhi.,High
2383,"Acid attack case recorded at an IT park in Noida, impacting a working woman.",High
2384,An incident of chain snatching involving a working woman was reported on a crowded bus in Bengaluru.,Low
2385,A widow faced neglect outside a temple in Varanasi.,Low
2386,An incident of child marriage involving a young girl was reported at a police station in Jharkhand.,High
2387,A child faced honor killing in a public park in Chandigarh.,High
2388,A widow faced stalking outside a temple in Varanasi.,Medium
2389,A widow was subjected to honor killing in a slum area of Dharavi.,High
2390,A working woman faced forced labor at a metro station in Delhi.,High
2391,A female traveler faced acid attack inside a hostel in Punjab.,High
2392,An incident of eve-teasing involving a young girl was reported in a slum area of Dharavi.,Medium
2393,"Verbal abuse case recorded in a mall in Pune, impacting a working woman.",Medium
2394,A female police officer was subjected to honor killing inside a hostel in Punjab.,High
2395,A complaint was lodged about eve-teasing targeting a female traveler at a police station in Jharkhand.,Medium
2396,An incident of eve-teasing involving a woman in distress was reported at an IT park in Noida.,Medium
2397,An incident of molestation involving a woman in distress was reported at an IT park in Noida.,High
2398,A young girl faced stalking near a highway toll booth in Rajasthan.,Medium
2399,A teenage student faced discrimination outside a temple in Varanasi.,Medium
2400,A married woman faced physical assault in a village in Uttar Pradesh.,High
2401,A domestic worker faced honor killing in a mall in Pune.,High
2402,A complaint was lodged about cyberbullying targeting a working woman on a crowded bus in Bengaluru.,Medium
2403,A young girl faced verbal abuse outside a temple in Varanasi.,Low
2404,A child faced forced labor outside a temple in Varanasi.,High
2405,A complaint was lodged about cyberbullying targeting a single mother at an IT park in Noida.,Medium
2406,An incident of molestation involving a married woman was reported in a school in Hyderabad.,High
2407,A woman in distress was subjected to harassment at a metro station in Delhi.,Medium
2408,"Verbal abuse case recorded in an apartment complex in Kerala, impacting a teenage student.",Low
2409,"Forced labor case recorded in a village in Uttar Pradesh, impacting a woman in distress.",High
2410,A widow was subjected to discrimination in a school in Hyderabad.,Medium
2411,An incident of threatening behavior involving a domestic worker was reported outside a temple in Varanasi.,Medium
2412,An incident of stalking involving a young girl was reported in a village in Uttar Pradesh.,Medium
2413,An incident of rape attempt involving a child was reported on a footbridge in Assam.,High
2414,A teenage student faced acid attack outside a temple in Varanasi.,High
2415,A complaint was lodged about verbal abuse targeting a child at a cinema hall in Gujarat.,Low
2416,A complaint was lodged about neglect targeting a teenage student on a crowded bus in Bengaluru.,Medium
2417,A complaint was lodged about illegal detention targeting a married woman at a cinema hall in Gujarat.,Low
2418,A complaint was lodged about verbal abuse targeting a woman in distress in a busy market in Kolkata.,Low
2419,"Eve-teasing case recorded at a police station in Jharkhand, impacting a working woman.",Medium
2420,A teenage student was subjected to verbal abuse at an IT park in Noida.,Medium
2421,A complaint was lodged about fraud targeting a child in a public park in Chandigarh.,Medium
2422,A young girl was subjected to child marriage in a slum area of Dharavi.,High
2423,A complaint was lodged about threatening behavior targeting a teenage student on a deserted road in Bihar.,Medium
2424,An incident of public indecency involving a child was reported in an apartment complex in Kerala.,Medium
2425,"Domestic violence case recorded in a slum area of Dharavi, impacting a single mother.",Low
2426,A domestic worker was subjected to honor killing outside a temple in Varanasi.,High
2427,A woman in distress was subjected to public indecency near a coaching center in Kota.,Medium
2428,A teenage student was subjected to domestic violence in a busy market in Kolkata.,Low
2429,An incident of honor killing involving a widow was reported on a deserted road in Bihar.,High
2430,A married woman faced illegal detention in a village in Uttar Pradesh.,Low
2431,"Rape attempt case recorded outside a temple in Varanasi, impacting a child.",High
2432,A complaint was lodged about kidnapping targeting a working woman in a school in Hyderabad.,High
2433,A complaint was lodged about molestation targeting a married woman on a crowded bus in Bengaluru.,High
2434,"Physical assault case recorded at a police station in Jharkhand, impacting a married woman.",High
2435,A complaint was lodged about domestic violence targeting a working woman in a village in Uttar Pradesh.,Medium
2436,A domestic worker was subjected to threatening behavior in a busy market in Kolkata.,Medium
2437,An incident of domestic violence involving a female traveler was reported in a mall in Pune.,Medium
2438,A woman in distress faced physical assault in a busy market in Kolkata.,High
2439,A teenage student faced illegal detention in an apartment complex in Kerala.,Medium
2440,A child was subjected to human trafficking on a deserted road in Bihar.,High
2441,A complaint was lodged about cyberbullying targeting a child outside a temple in Varanasi.,Medium
2442,"Discrimination case recorded on a crowded bus in Bengaluru, impacting a working woman.",Medium
2443,"Human trafficking case recorded near a coaching center in Kota, impacting a female traveler.",High
2444,"Harassment case recorded near a highway toll booth in Rajasthan, impacting a female police officer.",Medium
2445,A female traveler faced forced begging outside a temple in Varanasi.,Medium
2446,A female traveler faced child marriage in a busy market in Kolkata.,High
2447,A woman in distress faced domestic violence on a footbridge in Assam.,Low
2448,A complaint was lodged about harassment targeting a domestic worker outside a temple in Varanasi.,Medium
2449,An incident of forced begging involving a child was reported near a highway toll booth in Rajasthan.,Low
2450,A child faced eve-teasing on a crowded bus in Bengaluru.,Medium
2451,A complaint was lodged about eve-teasing targeting a woman in distress in a busy market in Kolkata.,Medium
2452,A female police officer was subjected to human trafficking in a public park in Chandigarh.,High
2453,An incident of forced begging involving a female police officer was reported near a highway toll booth in Rajasthan.,Low
2454,An incident of public indecency involving a widow was reported in a school in Hyderabad.,Low
2455,A female traveler was subjected to cyberbullying in a busy market in Kolkata.,Medium
2456,A teenage student was subjected to child marriage inside a hostel in Punjab.,High
2457,A complaint was lodged about eve-teasing targeting a working woman at a metro station in Delhi.,Medium
2458,A complaint was lodged about molestation targeting a married woman on a crowded bus in Bengaluru.,High
2459,An incident of eve-teasing involving a married woman was reported on a crowded bus in Bengaluru.,Medium
2460,A woman in distress faced domestic violence inside a hostel in Punjab.,Low
2461,A complaint was lodged about acid attack targeting a married woman near a railway station in Mumbai.,High
2462,A working woman was subjected to forced labor in a school in Hyderabad.,High
2463,A complaint was lodged about physical assault targeting a working woman in an apartment complex in Kerala.,High
2464,A complaint was lodged about public indecency targeting a young girl in a slum area of Dharavi.,Low
2465,An incident of cyberbullying involving a widow was reported in a busy market in Kolkata.,Medium
2466,"Kidnapping case recorded in a village in Uttar Pradesh, impacting a domestic worker.",High
2467,A young girl faced discrimination at an IT park in Noida.,Medium
2468,A woman in distress faced discrimination in a slum area of Dharavi.,Medium
2469,An incident of domestic violence involving a young girl was reported at a cinema hall in Gujarat.,Low
2470,"Illegal detention case recorded near a railway station in Mumbai, impacting a single mother.",Medium
2471,A complaint was lodged about neglect targeting a widow at a metro station in Delhi.,Low
2472,"Illegal detention case recorded on a crowded bus in Bengaluru, impacting a widow.",Medium
2473,An incident of physical assault involving a teenage student was reported inside a hostel in Punjab.,High
2474,A woman in distress was subjected to molestation in a slum area of Dharavi.,High
2475,An incident of rape attempt involving a female traveler was reported inside a government office in Chennai.,High
2476,A woman in distress was subjected to fraud in a slum area of Dharavi.,Medium
2477,"Molestation case recorded in an apartment complex in Kerala, impacting a young girl.",High
2478,A woman in distress faced acid attack in a slum area of Dharavi.,High
2479,A complaint was lodged about verbal abuse targeting a woman in distress on a deserted road in Bihar.,Low
2480,A working woman was subjected to physical assault near a highway toll booth in Rajasthan.,High
2481,"Physical assault case recorded on a deserted road in Bihar, impacting a child.",High
2482,"Forced begging case recorded at a police station in Jharkhand, impacting a married woman.",Medium
2483,"Honor killing case recorded on a crowded bus in Bengaluru, impacting a domestic worker.",High
2484,A woman in distress faced child marriage near a coaching center in Kota.,High
2485,"Illegal detention case recorded near a highway toll booth in Rajasthan, impacting a woman in distress.",Medium
2486,A young girl faced eve-teasing inside a hostel in Punjab.,Medium
2487,An incident of acid attack involving a single mother was reported on a deserted road in Bihar.,High
2488,"Physical assault case recorded outside a temple in Varanasi, impacting a domestic worker.",High
2489,An incident of child marriage involving a working woman was reported on a footbridge in Assam.,High
2490,A complaint was lodged about fraud targeting a teenage student inside a hostel in Punjab.,Low
2491,A young girl faced acid attack in a school in Hyderabad.,High
2492,An incident of rape attempt involving a woman in distress was reported in a village in Uttar Pradesh.,High
2493,A female police officer was subjected to cyberbullying in a slum area of Dharavi.,Medium
2494,A complaint was lodged about threatening behavior targeting a married woman on a deserted road in Bihar.,Medium
2495,"Neglect case recorded in a school in Hyderabad, impacting a female traveler.",Medium
2496,A single mother faced honor killing in a public park in Chandigarh.,High
2497,A female traveler faced threatening behavior on a footbridge in Assam.,Medium
2498,A complaint was lodged about kidnapping targeting a child in a public park in Chandigarh.,High
2499,An incident of discrimination involving a female police officer was reported in a slum area of Dharavi.,Medium
2500,A young girl was subjected to human trafficking in an apartment complex in Kerala.,High
2501,"Illegal detention case recorded in a public park in Chandigarh, impacting a female police officer.",Medium
2502,A complaint was lodged about physical assault targeting a female police officer in a busy market in Kolkata.,High
2503,A woman in distress faced threatening behavior inside a hostel in Punjab.,Medium
2504,A single mother faced dowry harassment at a cinema hall in Gujarat.,Medium
2505,A teenage student faced child marriage near a coaching center in Kota.,High
2506,An incident of forced begging involving a domestic worker was reported on a deserted road in Bihar.,Medium
2507,A working woman faced forced labor inside a government office in Chennai.,High
2508,A female police officer was subjected to stalking inside a government office in Chennai.,Medium
2509,A child faced kidnapping outside a temple in Varanasi.,High
2510,A complaint was lodged about acid attack targeting a single mother in a slum area of Dharavi.,High
2511,A teenage student faced cyberbullying in a busy market in Kolkata.,Medium
2512,An incident of dowry harassment involving a female traveler was reported outside a temple in Varanasi.,Medium
2513,An incident of molestation involving a woman in distress was reported at an IT park in Noida.,High
2514,An incident of physical assault involving a single mother was reported in a school in Hyderabad.,High
2515,"Rape attempt case recorded inside a hostel in Punjab, impacting a domestic worker.",High
2516,A working woman faced honor killing in a school in Hyderabad.,High
2517,A working woman was subjected to verbal abuse near a highway toll booth in Rajasthan.,Low
2518,A working woman faced discrimination at a metro station in Delhi.,Medium
2519,A complaint was lodged about public indecency targeting a child on a crowded bus in Bengaluru.,Low
2520,A young girl faced forced labor on a deserted road in Bihar.,High
2521,A complaint was lodged about human trafficking targeting a child on a deserted road in Bihar.,High
2522,A complaint was lodged about harassment targeting a female police officer inside a government office in Chennai.,Medium
2523,An incident of human trafficking involving a woman in distress was reported in an apartment complex in Kerala.,High
2524,"Forced begging case recorded at a cinema hall in Gujarat, impacting a female police officer.",Low
2525,A single mother was subjected to human trafficking on a crowded bus in Bengaluru.,High
2526,A married woman faced verbal abuse at an IT park in Noida.,Medium
2527,"Discrimination case recorded in a school in Hyderabad, impacting a female traveler.",Medium
2528,An incident of neglect involving a female traveler was reported near a coaching center in Kota.,Low
2529,A complaint was lodged about neglect targeting a single mother in a village in Uttar Pradesh.,Medium
2530,An incident of child marriage involving a child was reported on a deserted road in Bihar.,High
2531,A single mother faced rape attempt at a cinema hall in Gujarat.,High
2532,An incident of verbal abuse involving a domestic worker was reported on a crowded bus in Bengaluru.,Low
2533,An incident of dowry harassment involving a teenage student was reported at a police station in Jharkhand.,Medium
2534,A complaint was lodged about threatening behavior targeting a female police officer in a public park in Chandigarh.,Medium
2535,A married woman was subjected to illegal detention in a busy market in Kolkata.,Medium
2536,"Human trafficking case recorded near a coaching center in Kota, impacting a woman in distress.",High
2537,"Fraud case recorded at an IT park in Noida, impacting a young girl.",Medium
2538,A complaint was lodged about kidnapping targeting a working woman inside a government office in Chennai.,High
2539,"Eve-teasing case recorded near a highway toll booth in Rajasthan, impacting a teenage student.",Medium
2540,A working woman was subjected to dowry harassment in a public park in Chandigarh.,Medium
2541,A female traveler faced forced begging at a cinema hall in Gujarat.,Low
2542,"Domestic violence case recorded on a deserted road in Bihar, impacting a single mother.",Low
2543,A complaint was lodged about public indecency targeting a single mother in a mall in Pune.,Low
2544,A teenage student faced verbal abuse inside a hostel in Punjab.,Medium
2545,A complaint was lodged about forced begging targeting a woman in distress in a mall in Pune.,Medium
2546,An incident of chain snatching involving a young girl was reported inside a hostel in Punjab.,Medium
2547,An incident of harassment involving a female traveler was reported at a cinema hall in Gujarat.,Medium
2548,An incident of stalking involving a widow was reported in a school in Hyderabad.,Medium
2549,A complaint was lodged about physical assault targeting a female traveler at an IT park in Noida.,High
2550,A complaint was lodged about honor killing targeting a domestic worker in a slum area of Dharavi.,High
2551,A domestic worker was subjected to kidnapping on a footbridge in Assam.,High
2552,A young girl was subjected to neglect on a deserted road in Bihar.,Medium
2553,"Rape attempt case recorded in a mall in Pune, impacting a working woman.",High
2554,A complaint was lodged about forced labor targeting a teenage student in a public park in Chandigarh.,High
2555,A complaint was lodged about molestation targeting a working woman near a highway toll booth in Rajasthan.,High
2556,A complaint was lodged about physical assault targeting a teenage student in a busy market in Kolkata.,High
2557,A complaint was lodged about physical assault targeting a working woman on a crowded bus in Bengaluru.,High
2558,A child was subjected to forced begging at a metro station in Delhi.,Medium
2559,A complaint was lodged about fraud targeting a female traveler at an IT park in Noida.,Low
2560,An incident of domestic violence involving a married woman was reported at a cinema hall in Gujarat.,Low
2561,An incident of neglect involving a female traveler was reported in a mall in Pune.,Low
2562,An incident of molestation involving a young girl was reported on a crowded bus in Bengaluru.,High
2563,A child was subjected to forced labor at a cinema hall in Gujarat.,High
2564,"Discrimination case recorded in a busy market in Kolkata, impacting a female police officer.",Medium
2565,"Acid attack case recorded at a police station in Jharkhand, impacting a female traveler.",High
2566,An incident of forced begging involving a domestic worker was reported inside a government office in Chennai.,Low
2567,A woman in distress was subjected to forced begging at a police station in Jharkhand.,Medium
2568,"Harassment case recorded inside a hostel in Punjab, impacting a working woman.",Medium
2569,A complaint was lodged about domestic violence targeting a domestic worker at a metro station in Delhi.,Low
2570,An incident of molestation involving a female police officer was reported near a railway station in Mumbai.,High
2571,A teenage student was subjected to honor killing near a railway station in Mumbai.,High
2572,A child was subjected to human trafficking near a coaching center in Kota.,High
2573,An incident of acid attack involving a widow was reported near a railway station in Mumbai.,High
2574,"Fraud case recorded inside a government office in Chennai, impacting a child.",Medium
2575,A child was subjected to honor killing in a school in Hyderabad.,High
2576,A female police officer faced public indecency at a police station in Jharkhand.,Low
2577,A married woman faced kidnapping outside a temple in Varanasi.,High
2578,A domestic worker was subjected to stalking on a crowded bus in Bengaluru.,Medium
2579,"Chain snatching case recorded in a village in Uttar Pradesh, impacting a widow.",Low
2580,"Chain snatching case recorded in a village in Uttar Pradesh, impacting a widow.",Medium
2581,An incident of physical assault involving a teenage student was reported inside a hostel in Punjab.,High
2582,A teenage student was subjected to chain snatching at a police station in Jharkhand.,Low
2583,An incident of neglect involving a working woman was reported at a police station in Jharkhand.,Low
2584,"Discrimination case recorded inside a hostel in Punjab, impacting a teenage student.",Medium
2585,A female police officer faced public indecency in a public park in Chandigarh.,Low
2586,A single mother was subjected to neglect in a school in Hyderabad.,Medium
2587,"Threatening behavior case recorded near a railway station in Mumbai, impacting a widow.",Medium
2588,An incident of child marriage involving a child was reported in a mall in Pune.,High
2589,"Acid attack case recorded outside a temple in Varanasi, impacting a child.",High
2590,A single mother was subjected to eve-teasing in a village in Uttar Pradesh.,Medium
2591,An incident of illegal detention involving a female police officer was reported in a busy market in Kolkata.,Medium
2592,A young girl was subjected to illegal detention at a police station in Jharkhand.,Medium
2593,A young girl was subjected to eve-teasing in an apartment complex in Kerala.,Medium
2594,A working woman faced dowry harassment outside a temple in Varanasi.,Medium
2595,A woman in distress was subjected to molestation in a village in Uttar Pradesh.,High
2596,A married woman was subjected to threatening behavior inside a hostel in Punjab.,Medium
2597,"Stalking case recorded at a metro station in Delhi, impacting a widow.",Medium
2598,A complaint was lodged about forced labor targeting a teenage student in a school in Hyderabad.,High
2599,"Honor killing case recorded in a busy market in Kolkata, impacting a female police officer.",High
2600,A female police officer faced honor killing near a highway toll booth in Rajasthan.,High
2601,A complaint was lodged about forced labor targeting a married woman in a mall in Pune.,High
2602,A young girl was subjected to kidnapping in a public park in Chandigarh.,High
2603,A complaint was lodged about cyberbullying targeting a woman in distress at a police station in Jharkhand.,Medium
2604,"Stalking case recorded on a crowded bus in Bengaluru, impacting a child.",Medium
2605,An incident of verbal abuse involving a young girl was reported in a slum area of Dharavi.,Low
2606,"Kidnapping case recorded inside a hostel in Punjab, impacting a single mother.",High
2607,A young girl was subjected to forced labor in a village in Uttar Pradesh.,High
2608,A complaint was lodged about rape attempt targeting a domestic worker near a railway station in Mumbai.,High
2609,An incident of neglect involving a working woman was reported on a footbridge in Assam.,Low
2610,A female police officer faced dowry harassment in a mall in Pune.,Medium
2611,An incident of physical assault involving a domestic worker was reported at a cinema hall in Gujarat.,High
2612,"Harassment case recorded inside a hostel in Punjab, impacting a domestic worker.",Medium
2613,"Fraud case recorded in a slum area of Dharavi, impacting a married woman.",Medium
2614,A working woman was subjected to illegal detention in a busy market in Kolkata.,Medium
2615,"Physical assault case recorded in an apartment complex in Kerala, impacting a child.",High
2616,A woman in distress faced physical assault in a busy market in Kolkata.,High
2617,A complaint was lodged about dowry harassment targeting a female traveler in a village in Uttar Pradesh.,Medium
2618,An incident of fraud involving a female traveler was reported near a railway station in Mumbai.,Medium
2619,A complaint was lodged about acid attack targeting a single mother outside a temple in Varanasi.,High
2620,A complaint was lodged about forced begging targeting a teenage student in an apartment complex in Kerala.,Low
2621,A widow faced public indecency in a public park in Chandigarh.,Medium
2622,"Forced labor case recorded near a highway toll booth in Rajasthan, impacting a young girl.",High
2623,A child faced stalking in a public park in Chandigarh.,Medium
2624,"Acid attack case recorded on a footbridge in Assam, impacting a young girl.",High
2625,"Discrimination case recorded in a mall in Pune, impacting a teenage student.",Medium
2626,A complaint was lodged about dowry harassment targeting a married woman outside a temple in Varanasi.,Medium
2627,A female traveler faced neglect near a coaching center in Kota.,Medium
2628,An incident of verbal abuse involving a female police officer was reported on a footbridge in Assam.,Medium
2629,A complaint was lodged about child marriage targeting a working woman on a footbridge in Assam.,High
2630,"Kidnapping case recorded near a railway station in Mumbai, impacting a single mother.",High
2631,A single mother faced kidnapping on a footbridge in Assam.,High
2632,An incident of harassment involving a widow was reported at a cinema hall in Gujarat.,Medium
2633,A child faced verbal abuse inside a government office in Chennai.,Low
2634,A working woman faced fraud on a deserted road in Bihar.,Medium
2635,A young girl faced rape attempt near a coaching center in Kota.,High
2636,"Forced begging case recorded in an apartment complex in Kerala, impacting a teenage student.",Low
2637,A complaint was lodged about eve-teasing targeting a single mother outside a temple in Varanasi.,Medium
2638,A complaint was lodged about fraud targeting a teenage student at an IT park in Noida.,Low
2639,"Stalking case recorded near a railway station in Mumbai, impacting a woman in distress.",Medium
2640,"Neglect case recorded on a deserted road in Bihar, impacting a female police officer.",Low
2641,"Honor killing case recorded inside a government office in Chennai, impacting a single mother.",High
2642,A widow was subjected to molestation in a busy market in Kolkata.,High
2643,"Molestation case recorded on a crowded bus in Bengaluru, impacting a female police officer.",High
2644,A teenage student faced honor killing on a footbridge in Assam.,High
2645,"Honor killing case recorded on a footbridge in Assam, impacting a married woman.",High
2646,A complaint was lodged about verbal abuse targeting a domestic worker on a footbridge in Assam.,Low
2647,A female police officer was subjected to child marriage inside a government office in Chennai.,High
2648,A complaint was lodged about human trafficking targeting a teenage student on a crowded bus in Bengaluru.,High
2649,A female traveler faced domestic violence at a metro station in Delhi.,Medium
2650,A woman in distress faced chain snatching on a footbridge in Assam.,Medium
2651,An incident of chain snatching involving a widow was reported in a public park in Chandigarh.,Low
2652,A child was subjected to dowry harassment on a footbridge in Assam.,Medium
2653,A complaint was lodged about public indecency targeting a single mother outside a temple in Varanasi.,Medium
2654,An incident of dowry harassment involving a domestic worker was reported in a mall in Pune.,Medium
2655,A woman in distress faced human trafficking in a village in Uttar Pradesh.,High
2656,A widow was subjected to kidnapping on a crowded bus in Bengaluru.,High
2657,A working woman was subjected to verbal abuse on a crowded bus in Bengaluru.,Low
2658,An incident of verbal abuse involving a married woman was reported on a deserted road in Bihar.,Medium
2659,A female police officer faced human trafficking at a cinema hall in Gujarat.,High
2660,"Public indecency case recorded inside a government office in Chennai, impacting a female police officer.",Medium
2661,A complaint was lodged about kidnapping targeting a single mother in a school in Hyderabad.,High
2662,A married woman was subjected to cyberbullying near a coaching center in Kota.,Medium
2663,An incident of physical assault involving a domestic worker was reported in a village in Uttar Pradesh.,High
